hyperedge_id,concept_id
1,78232
1,79904
1,79908
1,80004
1,80180
1,81611
1,134159
1,135892
1,136562
1,136788
1,138519
1,138525
1,139188
1,140673
1,141104
1,141253
1,192450
1,192819
1,193239
1,193518
1,193782
1,194133
1,194686
1,195926
1,197988
1,198678
1,199074
1,200219
1,201078
1,201254
1,201826
1,201837
1,254591
1,257007
1,258375
1,313217
1,314131
1,316429
1,316999
1,317009
1,317576
1,317898
1,318800
1,319835
1,320420
1,321596
1,374009
1,375806
1,380378
1,381566
1,432284
1,432851
1,433163
1,433450
1,434502
1,435243
1,435928
1,436071
1,436100
1,436583
1,436665
1,436919
1,437247
1,437579
1,437827
1,437828
1,437833
1,437992
1,438392
1,438733
1,438749
1,439147
1,439297
1,439459
1,439502
1,439696
1,439777
1,439847
1,439947
1,440374
1,440922
1,440927
1,441408
1,441534
1,442077
1,442588
1,443597
1,443731
1,443788
1,443961
1,704988
1,789612
1,907486
1,1154619
1,1237116
1,1308221
1,1551989
1,1701957
1,2000726
1,2001172
1,2001198
1,2001199
1,2001200
1,2001201
1,2001466
1,2002290
1,2002291
1,2002463
1,2002548
1,2003877
1,2004643
1,2004770
1,2005216
1,2005273
1,2005276
1,2005295
1,2005300
1,2005336
1,2005421
1,2005457
1,2100641
1,2102861
1,2102912
1,2105893
1,2108115
1,2108554
1,2211359
1,2211361
1,2211373
1,2211407
1,2211414
1,2211425
1,2211733
1,2211740
1,2211834
1,2212090
1,2212092
1,2212093
1,2212095
1,2212099
1,2212238
1,2212241
1,2212392
1,2212517
1,2212584
1,2212591
1,2212593
1,2212598
1,2212648
1,2212731
1,2212924
1,2212998
1,2213244
1,2213283
1,2313636
1,2313816
1,2314008
1,2314213
1,2314342
1,2414396
1,2414397
1,2414398
1,2514399
1,2514405
1,2514406
1,2514407
1,2514409
1,2514423
1,2514436
1,2514459
1,2614668
1,2617206
1,2720870
1,4015724
1,4032243
1,4046550
1,4062484
1,4088920
1,4110192
1,4116950
1,4141759
1,4147691
1,4162218
1,4168222
1,4214956
1,19028193
1,19067686
1,19074721
1,19080128
1,37396891
1,40165805
1,40174825
1,40224326
1,40227542
1,40490986
1,43531028
1,43531611
1,46271022
2,75860
2,197107
2,201826
2,437827
2,748011
2,904547
2,929953
2,932749
2,956877
2,967434
2,974200
2,993224
2,1308251
2,1312746
2,1314006
2,1328615
2,1351583
2,1501311
2,1518292
2,1545959
2,1545996
2,1545997
2,1547510
2,1551170
2,1551838
2,2001198
2,2005317
2,2108115
2,2212290
2,4141759
2,4214956
2,19003829
2,19003854
2,19018937
2,19019115
2,19019117
2,19019332
2,19019418
2,19025280
2,19038859
2,19067555
2,19069231
2,19073093
2,19074672
2,19075380
2,19077577
2,19077638
2,19077682
2,19077735
2,19079497
2,19079893
2,19080792
2,19096678
2,19114219
2,19115197
2,40163112
2,40163342
2,40164917
2,40167202
2,40168664
2,40171498
2,40171941
2,40172619
2,40174947
2,40175050
2,40175107
2,40175395
2,40185305
2,40222796
2,40227936
2,40234727
2,40239396
2,42708401
2,44814413
2,46287342
3,77079
3,201530
3,317576
3,435216
3,444382
3,974201
3,1547506
3,2002290
3,2213440
3,2414397
3,4015724
3,4047338
3,19019238
3,19021432
3,19077375
3,19077682
3,19077684
3,19080129
3,40164929
4,72407
4,72469
4,73553
4,75354
4,75669
4,75860
4,77234
4,77646
4,79908
4,80813
4,80824
4,81902
4,140673
4,195862
4,197032
4,198108
4,198964
4,200219
4,201826
4,261325
4,316429
4,316999
4,317302
4,317576
4,321389
4,374009
4,378419
4,434169
4,434195
4,436167
4,438105
4,438857
4,439777
4,439926
4,440019
4,440814
4,441788
4,443211
4,443556
4,444382
4,444445
4,2000254
4,2001143
4,2001198
4,2001199
4,2001200
4,2002290
4,2002291
4,2002548
4,2003808
4,2004769
4,2004771
4,2006352
4,2100978
4,2102593
4,2108115
4,2110775
4,2211435
4,2211446
4,2211770
4,2212099
4,2212167
4,2212231
4,2212247
4,2212648
4,2212800
4,2213418
4,2213440
4,2313814
4,2313816
4,2314331
4,2414396
4,2414397
4,2414398
4,2617177
4,2617289
4,2617293
4,2617366
4,4015724
4,4059049
4,4060266
4,4064383
4,4087235
4,4112183
4,4141759
4,4147961
4,4150653
4,4168222
4,4192940
4,4237017
4,4295261
4,19019116
4,19067080
4,40172301
4,40235349
4,40479809
4,40483107
4,40485017
4,40488954
4,41178645
5,74719
5,80180
5,80502
5,135778
5,138525
5,138711
5,140648
5,140673
5,193782
5,195771
5,318800
5,321882
5,373478
5,376984
5,378427
5,378752
5,378756
5,433767
5,435511
5,436118
5,436670
5,436962
5,437827
5,437851
5,439297
5,439777
5,442588
5,442793
5,443729
5,923721
5,964362
5,2001200
5,2002207
5,2002224
5,2002290
5,2002291
5,2002462
5,2002463
5,2002607
5,2003090
5,2003626
5,2003879
5,2101928
5,2101929
5,2102861
5,2108115
5,2111101
5,2211488
5,2211490
5,2212093
5,2212165
5,2212238
5,2212360
5,2212742
5,2212886
5,2213283
5,2313636
5,2313647
5,2313816
5,2313869
5,2313967
5,2314049
5,2314342
5,2414397
5,2414398
5,2720560
5,4015724
5,4059467
5,4060089
5,4101600
5,4141759
5,4167217
5,4263345
5,19076623
5,19079171
5,35604358
5,40163312
5,40165907
5,40169689
5,40483287
5,41178645
5,42872402
5,43020432
6,24609
6,26378
6,26459
6,30234
6,31057
6,31610
6,31967
6,72404
6,72405
6,72415
6,72705
6,72748
6,72990
6,72993
6,73553
6,73561
6,73562
6,73564
6,73574
6,73840
6,73843
6,74132
6,74458
6,74719
6,74725
6,74729
6,75099
6,75344
6,75347
6,75354
6,75617
6,75860
6,75911
6,76836
6,77025
6,77074
6,77079
6,77630
6,77639
6,77644
6,77646
6,77961
6,78232
6,78235
6,78237
6,78497
6,78508
6,79106
6,79116
6,79908
6,80180
6,80189
6,80242
6,80496
6,80502
6,80802
6,80809
6,80813
6,80816
6,81097
6,81112
6,81151
6,81380
6,81611
6,81660
6,81902
6,81942
6,132706
6,133285
6,134115
6,134736
6,135033
6,135333
6,135777
6,135984
6,136788
6,136949
6,137426
6,137829
6,138519
6,138525
6,138545
6,138825
6,138841
6,139099
6,139753
6,140065
6,140190
6,140214
6,140641
6,140648
6,140673
6,140821
6,141932
6,141941
6,192670
6,193998
6,194133
6,194175
6,194692
6,195083
6,195632
6,195771
6,196523
6,196733
6,197508
6,197672
6,197988
6,198082
6,198402
6,198846
6,200219
6,201254
6,201257
6,201353
6,201807
6,201826
6,255304
6,256439
6,257004
6,257007
6,257011
6,261880
6,312922
6,313459
6,313878
6,314131
6,316999
6,317302
6,317576
6,317893
6,317898
6,318521
6,318712
6,318800
6,319034
6,319835
6,321596
6,372604
6,372892
6,373478
6,374009
6,374023
6,375281
6,375415
6,375806
6,376065
6,376094
6,376965
6,377091
6,377252
6,377298
6,378419
6,378427
6,380094
6,381301
6,432284
6,432394
6,432571
6,432739
6,432890
6,433565
6,433577
6,433736
6,434119
6,434374
6,434376
6,434782
6,435141
6,435207
6,435262
6,435753
6,435796
6,436003
6,436583
6,436659
6,436677
6,436785
6,437127
6,437359
6,437758
6,437827
6,437966
6,438398
6,438438
6,438530
6,438557
6,438878
6,439007
6,439303
6,439405
6,439524
6,439777
6,439926
6,439981
6,440129
6,440350
6,440922
6,440927
6,441258
6,441523
6,441579
6,441803
6,441872
6,442077
6,442425
6,442588
6,442752
6,442775
6,442793
6,443211
6,443527
6,443597
6,443731
6,443732
6,443734
6,443754
6,443767
6,444132
6,444382
6,444406
6,778765
6,1102596
6,1129105
6,1301025
6,1304850
6,1506430
6,1518606
6,1539411
6,2000488
6,2001132
6,2001197
6,2001198
6,2001199
6,2001200
6,2001209
6,2001257
6,2001350
6,2001424
6,2001448
6,2001470
6,2001544
6,2002018
6,2002047
6,2002128
6,2002245
6,2002290
6,2002291
6,2002488
6,2002584
6,2002586
6,2002607
6,2002609
6,2002624
6,2002849
6,2003090
6,2003203
6,2003249
6,2003690
6,2003766
6,2003808
6,2003816
6,2004606
6,2004608
6,2004629
6,2004709
6,2004769
6,2004771
6,2004782
6,2005195
6,2005197
6,2005200
6,2005216
6,2005217
6,2005235
6,2005237
6,2005273
6,2005294
6,2005317
6,2005321
6,2005412
6,2005414
6,2005416
6,2005436
6,2006223
6,2006229
6,2006341
6,2006352
6,2006358
6,2006921
6,2007190
6,2101868
6,2101877
6,2101931
6,2101932
6,2102077
6,2102081
6,2102577
6,2102578
6,2102593
6,2102900
6,2102912
6,2103695
6,2105523
6,2105957
6,2105959
6,2106281
6,2106282
6,2107158
6,2108115
6,2108546
6,2108554
6,2109740
6,2109775
6,2110605
6,2211327
6,2211345
6,2211359
6,2211361
6,2211378
6,2211387
6,2211390
6,2211397
6,2211398
6,2211414
6,2211418
6,2211423
6,2211424
6,2211443
6,2211446
6,2211460
6,2211468
6,2211481
6,2211491
6,2211498
6,2211508
6,2211510
6,2211512
6,2211740
6,2211741
6,2211834
6,2212090
6,2212093
6,2212095
6,2212099
6,2212165
6,2212166
6,2212167
6,2212168
6,2212188
6,2212233
6,2212235
6,2212238
6,2212290
6,2212292
6,2212294
6,2212295
6,2212330
6,2212359
6,2212360
6,2212367
6,2212392
6,2212422
6,2212523
6,2212549
6,2212585
6,2212591
6,2212593
6,2212615
6,2212638
6,2212643
6,2212648
6,2212731
6,2212737
6,2212778
6,2212945
6,2212979
6,2212981
6,2212982
6,2212996
6,2212998
6,2213027
6,2213031
6,2213043
6,2213077
6,2213079
6,2213080
6,2213188
6,2213329
6,2213440
6,2213473
6,2213483
6,2313636
6,2313637
6,2313659
6,2313814
6,2313815
6,2313816
6,2313828
6,2313869
6,2313882
6,2313924
6,2313927
6,2313929
6,2313930
6,2313942
6,2313975
6,2314008
6,2314026
6,2314047
6,2314074
6,2314100
6,2314204
6,2314213
6,2314231
6,2314268
6,2314269
6,2314276
6,2314278
6,2314281
6,2314284
6,2314285
6,2314287
6,2314288
6,2314290
6,2314291
6,2314294
6,2314297
6,2314299
6,2314306
6,2314330
6,2314331
6,2314332
6,2314342
6,2414350
6,2414391
6,2414392
6,2414393
6,2414394
6,2414395
6,2414396
6,2414397
6,2414398
6,2514399
6,2514405
6,2514407
6,2514408
6,2514409
6,2514413
6,2514419
6,2514435
6,2514436
6,2514437
6,2514457
6,2514459
6,2615107
6,2615373
6,2615870
6,2617177
6,2617267
6,2617268
6,2617289
6,2617293
6,2617366
6,2720559
6,4014526
6,4015724
6,4017388
6,4022071
6,4027396
6,4034850
6,4035441
6,4046550
6,4048727
6,4058431
6,4060985
6,4062484
6,4062654
6,4063521
6,4085075
6,4095755
6,4111850
6,4115044
6,4117393
6,4117722
6,4117883
6,4141759
6,4147961
6,4175226
6,4214956
6,4219481
6,4237017
6,4242416
6,4258831
6,4263370
6,4296205
6,4305080
6,4319325
6,4324765
6,4333227
6,19019113
6,19078166
6,19081294
6,19084762
6,19110450
6,19135374
6,37396891
6,40080069
6,40169689
6,40227542
6,40480603
6,40481096
6,40481547
6,40481919
6,40482801
6,40483287
6,40484648
6,40485017
6,40488954
6,40490984
6,40836918
6,40950844
6,42872402
6,43020432
6,43021821
6,44782549
7,29735
7,73553
7,74132
7,74719
7,77365
7,77646
7,77670
7,78234
7,80180
7,81902
7,132706
7,138525
7,140648
7,193020
7,197672
7,201069
7,201072
7,201353
7,201826
7,256448
7,257007
7,257011
7,257581
7,260123
7,312950
7,313217
7,313792
7,314665
7,315831
7,316999
7,317302
7,317309
7,317893
7,318169
7,320420
7,321052
7,372887
7,374009
7,375239
7,375415
7,376422
7,432499
7,432626
7,432730
7,433473
7,434033
7,434547
7,435928
7,437579
7,437851
7,439926
7,440927
7,441872
7,442077
7,442588
7,443593
7,444367
7,1000560
7,2000494
7,2001200
7,2001413
7,2002290
7,2002291
7,2002727
7,2002730
7,2002809
7,2003090
7,2003249
7,2005294
7,2005416
7,2102077
7,2106254
7,2107152
7,2108115
7,2108116
7,2109784
7,2211327
7,2211345
7,2211361
7,2211511
7,2211826
7,2212089
7,2212090
7,2212093
7,2212095
7,2212099
7,2212166
7,2212168
7,2212241
7,2212253
7,2212284
7,2212294
7,2212392
7,2212422
7,2212501
7,2212549
7,2212591
7,2212593
7,2212597
7,2212611
7,2212648
7,2212649
7,2212731
7,2212737
7,2212996
7,2213483
7,2313635
7,2313636
7,2313637
7,2313655
7,2313815
7,2313990
7,2314047
7,2314213
7,2314268
7,2314284
7,2314285
7,2314287
7,2314291
7,2414394
7,2414395
7,2414396
7,2414397
7,2414398
7,2514405
7,2514408
7,2514413
7,2514414
7,2514424
7,2514435
7,2617289
7,2617366
7,2617804
7,2720559
7,2720560
7,2720581
7,2720582
7,2720870
7,4012368
7,4015724
7,4049403
7,4060705
7,4062503
7,4064375
7,4094911
7,4104132
7,4115367
7,4116485
7,4141759
7,4147961
7,4150653
7,4168222
7,4176898
7,4178305
7,4214956
7,4229909
7,4232302
7,4253223
7,4319325
7,4324765
7,4331953
7,19018937
7,19081294
7,40479553
7,40481096
7,42873170
7,43530634
8,73840
8,74114
8,74729
8,78232
8,81902
8,136779
8,138525
8,138825
8,138826
8,194133
8,195906
8,201069
8,201826
8,256449
8,258780
8,312327
8,315831
8,317576
8,320536
8,321109
8,375806
8,432738
8,434376
8,436096
8,436583
8,439405
8,439693
8,439926
8,926069
8,1506430
8,2002290
8,2002291
8,2002382
8,2002462
8,2002464
8,2003209
8,2004551
8,2004563
8,2004710
8,2005197
8,2005200
8,2005237
8,2005317
8,2005474
8,2101929
8,2102577
8,2107214
8,2107230
8,2108549
8,2108553
8,2108631
8,2211359
8,2211485
8,2212057
8,2212093
8,2212451
8,2313820
8,2313869
8,2314026
8,2314284
8,2314285
8,2314290
8,2414393
8,2414395
8,2414397
8,2414398
8,2514406
8,2614668
8,2617366
8,4046550
8,4058431
8,4090651
8,4188027
8,4201387
8,4214956
8,4279614
8,40184727
8,40480252
8,40492322
8,42708398
9,194286
9,723020
9,725178
9,743752
9,744800
9,749932
9,749933
9,778765
9,964362
9,984237
9,1129189
9,1178665
9,1314006
9,1340161
9,1341268
9,1341270
9,1341302
9,1363059
9,1547505
9,1548198
9,1550776
9,1598659
9,1741402
9,1742254
9,2101592
9,2211511
9,2414398
9,4214956
9,19018787
9,19018850
9,19018874
9,19018937
9,19019072
9,19019073
9,19019115
9,19019331
9,19020395
9,19023551
9,19025280
9,19028348
9,19036277
9,19037684
9,19046742
9,19067204
9,19073071
9,19074671
9,19074673
9,19075220
9,19075378
9,19077375
9,19077577
9,19078461
9,19078728
9,19079171
9,19079835
9,19080128
9,19123592
9,19133853
9,40162072
9,40162683
9,40162829
9,40162835
9,40164946
9,40169142
9,40169770
9,40169969
9,40171917
9,40172795
9,40174883
9,40174972
9,40175001
9,40175210
9,40175560
9,40176744
9,40221874
9,40222779
9,40222789
9,40224903
9,46234163
9,46234346
9,46287390
10,72990
10,73341
10,74114
10,76194
10,78232
10,79908
10,80502
10,80809
10,81112
10,132706
10,135215
10,135777
10,136580
10,137519
10,138525
10,138825
10,139099
10,140648
10,140673
10,140821
10,196523
10,201826
10,257907
10,312998
10,313217
10,313792
10,315296
10,315832
10,317576
10,319835
10,321315
10,376065
10,376965
10,378427
10,381290
10,381295
10,432295
10,432730
10,434046
10,435524
10,435723
10,435940
10,436070
10,437827
10,438557
10,439030
10,439777
10,439926
10,440851
10,440853
10,440922
10,440927
10,441427
10,441589
10,442063
10,442425
10,442623
10,442765
10,443537
10,443606
10,443608
10,443776
10,444382
10,923647
10,929889
10,951530
10,957136
10,964369
10,967016
10,974196
10,1154195
10,1154350
10,1165452
10,1308251
10,1314008
10,1314009
10,1328689
10,1332528
10,1341268
10,1350552
10,1363059
10,1376290
10,1395060
10,1501352
10,1501500
10,1516770
10,1518490
10,1518606
10,1539407
10,1539462
10,1545997
10,1594976
10,2000488
10,2001143
10,2001197
10,2001200
10,2001285
10,2001482
10,2002290
10,2002291
10,2002370
10,2002463
10,2002607
10,2002690
10,2003286
10,2003966
10,2004551
10,2004563
10,2004568
10,2004750
10,2004769
10,2004770
10,2005200
10,2005237
10,2005259
10,2005273
10,2005294
10,2005318
10,2005474
10,2005532
10,2006855
10,2006897
10,2007483
10,2101821
10,2101941
10,2102077
10,2102112
10,2102578
10,2106254
10,2106531
10,2107158
10,2108115
10,2108554
10,2211327
10,2211359
10,2211361
10,2211451
10,2212093
10,2212095
10,2212167
10,2212294
10,2212333
10,2212367
10,2212593
10,2212648
10,2212731
10,2212742
10,2212956
10,2212979
10,2213283
10,2213440
10,2313636
10,2313727
10,2313815
10,2313816
10,2313869
10,2313982
10,2314026
10,2314208
10,2314220
10,2314281
10,2314284
10,2314285
10,2314290
10,2314302
10,2314331
10,2414395
10,2414397
10,2414398
10,2514399
10,2514405
10,2514406
10,2514408
10,2514437
10,2514458
10,2614668
10,2614670
10,2614696
10,2615795
10,2615870
10,2617177
10,2617206
10,2617289
10,2617335
10,2617366
10,2617803
10,2720581
10,4004516
10,4015724
10,4034850
10,4058431
10,4059467
10,4062652
10,4141759
10,4147961
10,4167217
10,4171430
10,4188191
10,4194895
10,4214956
10,4263370
10,4288310
10,19018841
10,19018937
10,19018977
10,19019072
10,19019074
10,19019113
10,19019116
10,19019234
10,19019418
10,19019663
10,19022486
10,19023551
10,19038867
10,19043362
10,19074247
10,19076623
10,19076953
10,19077246
10,19077344
10,19077546
10,19077547
10,19077577
10,19077601
10,19077636
10,19078106
10,19079524
10,19096752
10,19123103
10,19123143
10,19123596
10,19133558
10,40080069
10,40162729
10,40163518
10,40165789
10,40167218
10,40168854
10,40168888
10,40169691
10,40171852
10,40173215
10,40173525
10,40174104
10,40174465
10,40174964
10,40174979
10,40175352
10,40177321
10,40177826
10,40223815
10,40234705
10,40240440
10,40481096
10,40483107
10,40485017
10,40756933
10,40836918
10,43011816
10,43011889
11,30437
11,30753
11,31967
11,73574
11,74132
11,74606
11,75863
11,76508
11,77081
11,77234
11,77310
11,77646
11,77670
11,78228
11,78234
11,79106
11,79908
11,81151
11,81611
11,81902
11,81943
11,133299
11,135489
11,135777
11,136982
11,137829
11,138525
11,138825
11,139099
11,140648
11,140673
11,192242
11,193431
11,193782
11,194394
11,196151
11,197490
11,197911
11,197917
11,200219
11,201614
11,201826
11,260123
11,312437
11,313217
11,313324
11,316211
11,317898
11,319034
11,319835
11,373972
11,375265
11,375545
11,377861
11,380378
11,380394
11,381295
11,381859
11,432814
11,433736
11,433768
11,434030
11,434123
11,435262
11,435928
11,436222
11,436540
11,436962
11,437553
11,437827
11,438077
11,438867
11,439297
11,439301
11,439777
11,439926
11,443702
11,704945
11,736020
11,741531
11,905556
11,920458
11,929954
11,955629
11,956877
11,961050
11,974827
11,992612
11,1115129
11,1118047
11,1185928
11,1308221
11,1334536
11,1501429
11,1524813
11,1539407
11,1539411
11,1539463
11,1545998
11,1594712
11,1703691
11,1797516
11,2000841
11,2000853
11,2001009
11,2001198
11,2002047
11,2002068
11,2002290
11,2002291
11,2002742
11,2003629
11,2004448
11,2004508
11,2004709
11,2004771
11,2005201
11,2005276
11,2005280
11,2005317
11,2005358
11,2005412
11,2005453
11,2005600
11,2006246
11,2006352
11,2100673
11,2100993
11,2101868
11,2102077
11,2102933
11,2108115
11,2108533
11,2110382
11,2211365
11,2211378
11,2211379
11,2211381
11,2211459
11,2211488
11,2211511
11,2211735
11,2211834
11,2212093
11,2212095
11,2212238
11,2212294
11,2212344
11,2212392
11,2212422
11,2212589
11,2212593
11,2212597
11,2212615
11,2212638
11,2212648
11,2212731
11,2212742
11,2213221
11,2213283
11,2213309
11,2213483
11,2313635
11,2313636
11,2313640
11,2314008
11,2314284
11,2314294
11,2314330
11,2414396
11,2414397
11,2414398
11,2514406
11,2514422
11,2514423
11,2514436
11,2514441
11,2514459
11,2514522
11,4011950
11,4015724
11,4028057
11,4034850
11,4046550
11,4064382
11,4102123
11,4102183
11,4141759
11,4147961
11,4203836
11,4214956
11,4306780
11,19008506
11,19018811
11,19019072
11,19019116
11,19019271
11,19019273
11,19019332
11,19021432
11,19023563
11,19025985
11,19030603
11,19074220
11,19074671
11,19076080
11,19076324
11,19077577
11,19077688
11,19078106
11,19079171
11,19080128
11,19080129
11,19080792
11,19102773
11,19132715
11,19133645
11,35605582
11,36249721
11,40161388
11,40162436
11,40162878
11,40163361
11,40163524
11,40163924
11,40165332
11,40165785
11,40167218
11,40168991
11,40169770
11,40172638
11,40173722
11,40174943
11,40175029
11,40175401
11,40182567
11,40222592
11,40224324
11,40224370
11,40224381
11,40227396
11,40228087
11,40238008
11,40242777
11,40479430
11,40479553
11,40479576
11,40481920
11,40483107
11,42708145
11,42801011
11,42902732
11,43020432
12,23988
12,24609
12,26662
12,27674
12,28974
12,31317
12,31967
12,72748
12,72990
12,73241
12,73840
12,74582
12,74728
12,75512
12,77030
12,77639
12,77646
12,77670
12,78228
12,78472
12,79127
12,80502
12,81250
12,81390
12,81611
12,81660
12,81902
12,132706
12,133013
12,133711
12,134115
12,134898
12,135473
12,135489
12,136198
12,136788
12,138113
12,138525
12,139900
12,140648
12,140673
12,140803
12,192357
12,192450
12,193155
12,194175
12,195306
12,195562
12,195851
12,196442
12,196444
12,197022
12,197500
12,197672
12,198700
12,199075
12,199991
12,201254
12,201527
12,201606
12,201817
12,201826
12,255566
12,257004
12,257007
12,257011
12,257012
12,257907
12,258375
12,258780
12,259043
12,260123
12,261327
12,261880
12,312437
12,312922
12,312950
12,313217
12,313878
12,314378
12,314658
12,315286
12,315296
12,316814
12,316993
12,316994
12,317009
12,317376
12,317576
12,317898
12,318736
12,318800
12,319049
12,372925
12,373503
12,374009
12,374947
12,375791
12,377091
12,378087
12,379019
12,380101
12,432289
12,432738
12,432868
12,433774
12,434005
12,434169
12,434303
12,435233
12,435781
12,435853
12,436070
12,436635
12,436659
12,436919
12,437246
12,437264
12,437579
12,437827
12,438699
12,439297
12,439751
12,439777
12,439926
12,440530
12,440927
12,441266
12,441284
12,441872
12,441946
12,442077
12,442555
12,442588
12,442747
12,443211
12,443344
12,443449
12,443601
12,443713
12,443729
12,443776
12,444406
12,705110
12,736021
12,743752
12,778299
12,780370
12,904547
12,906891
12,955435
12,987250
12,989486
12,997301
12,1000560
12,1103359
12,1131635
12,1152738
12,1189767
12,1301125
12,1304643
12,1308876
12,1328689
12,1332419
12,1340161
12,1341302
12,1344909
12,1350490
12,1350552
12,1367571
12,1525221
12,1539411
12,1547508
12,1560524
12,1738368
12,1797516
12,1836434
12,2000724
12,2000725
12,2000726
12,2000839
12,2000840
12,2000852
12,2000853
12,2000870
12,2001198
12,2001200
12,2001238
12,2001285
12,2002250
12,2002290
12,2002291
12,2002364
12,2002463
12,2002742
12,2002849
12,2003090
12,2003209
12,2003244
12,2003249
12,2003310
12,2003626
12,2003744
12,2003745
12,2003808
12,2003900
12,2004450
12,2004508
12,2004589
12,2004709
12,2005197
12,2005236
12,2005273
12,2005296
12,2005300
12,2005317
12,2005338
12,2005421
12,2006355
12,2100658
12,2100737
12,2100978
12,2100992
12,2102077
12,2102598
12,2105103
12,2106190
12,2106256
12,2106281
12,2106284
12,2106909
12,2107158
12,2108115
12,2108253
12,2108688
12,2108896
12,2109196
12,2211333
12,2211353
12,2211359
12,2211361
12,2211379
12,2211420
12,2211423
12,2211424
12,2211456
12,2211508
12,2211510
12,2211511
12,2211520
12,2211596
12,2211716
12,2211737
12,2211740
12,2211742
12,2211799
12,2211803
12,2211826
12,2211834
12,2211837
12,2211839
12,2211840
12,2211851
12,2211852
12,2211871
12,2211876
12,2211992
12,2212090
12,2212093
12,2212165
12,2212166
12,2212238
12,2212367
12,2212392
12,2212421
12,2212445
12,2212470
12,2212523
12,2212531
12,2212591
12,2212593
12,2212597
12,2212605
12,2212638
12,2212648
12,2212731
12,2212732
12,2212742
12,2212984
12,2212989
12,2212996
12,2212998
12,2213039
12,2213044
12,2213256
12,2213283
12,2213284
12,2213287
12,2213288
12,2213440
12,2313814
12,2313870
12,2313879
12,2313881
12,2313966
12,2313982
12,2313983
12,2313990
12,2314205
12,2314208
12,2314213
12,2314229
12,2314268
12,2314269
12,2314281
12,2314284
12,2314285
12,2314287
12,2314290
12,2314291
12,2314294
12,2314297
12,2314329
12,2314342
12,2414396
12,2414397
12,2414398
12,2514399
12,2514407
12,2514408
12,2514409
12,2514417
12,2514435
12,2514436
12,2514441
12,2514454
12,2514456
12,2514458
12,2514495
12,2614668
12,2615324
12,2615779
12,2615798
12,2617177
12,2617208
12,2617289
12,2617293
12,2617366
12,2617452
12,2718361
12,2718417
12,2720869
12,4012368
12,4014829
12,4015724
12,4015842
12,4027396
12,4029467
12,4034850
12,4046550
12,4047347
12,4058431
12,4061946
12,4062856
12,4063521
12,4064928
12,4091467
12,4092217
12,4093960
12,4094876
12,4100540
12,4141759
12,4147961
12,4167217
12,4178367
12,4196401
12,4201717
12,4205728
12,4214956
12,4222781
12,4232302
12,4263370
12,4274159
12,4289178
12,4301471
12,4305080
12,4324765
12,4337893
12,19018811
12,19018850
12,19019044
12,19019273
12,19019662
12,19022781
12,19025280
12,19025488
12,19049375
12,19057476
12,19058044
12,19067686
12,19073093
12,19073777
12,19075380
12,19075394
12,19076600
12,19076775
12,19077241
12,19077463
12,19077682
12,19077684
12,19078530
12,19079658
12,19079990
12,19080095
12,19080128
12,19080129
12,19098319
12,19106768
